Year,Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
2024,122,Nicky Lopez,29,CHW,AL,122,111,100,985.0,437,161,272,4,57,0.991,-4.0,-4.0,-10,-12.0,3.96,3.88,3.38,3.82,,,,,,,46/H,,lopezni01
2024,123,Mauricio Dubón,29,HOU,AL,133,107,72,984.1,363,270,85,8,19,0.978,12.0,15.0,6,7.0,3.25,3.12,2.37,3.3,,,,,,,7483H95/6,,dubonma01
2024,124,Yainer Diaz,25,HOU,AL,112,110,106,982.0,1037,991,41,5,13,0.995,-2.0,-3.0,-7,-9.0,9.46,9.04,9.13,8.92,1.0,29.0,81.0,24.0,22.9,0.0,2D3/H,,diazya02
2024,125,Ryan Mountcastle,27,BAL,AL,114,108,105,981.1,937,860,74,3,57,0.997,1.0,1.0,8,10.0,8.57,8.03,8.19,7.92,,,,,,,*3H/D,,mountry01
2024,126,Jonah Heim,29,TEX,AL,119,110,103,977.1,1011,967,37,7,5,0.993,-8.0,-10.0,5,6.0,9.25,9.16,8.44,9.03,0.0,36.0,98.0,14.0,12.5,2.0,*2DH,,heimjo01
2024,127,Mookie Betts,31,LAD,NL,115,115,89,974.1,359,176,171,12,33,0.967,0.0,0.0,2,2.0,3.21,3.3,2.75,3.27,,,,,,,694/H,ASMVP-13SS,bettsmo01
2024,128,Heliot Ramos,24,SFG,NL,112,110,99,973.2,230,225,4,1,0,0.996,7.0,8.0,-9,-11.0,2.12,2.21,2.04,2.18,,,,,,,*87/9DH,AS,ramoshe02
2024,129,Keibert Ruiz,25,WSN,NL,116,109,104,971.2,962,921,39,2,8,0.998,-3.0,-4.0,2,2.0,8.89,9.06,8.28,8.94,4.0,36.0,89.0,22.0,19.8,1.0,*2D/H,,ruizke01
2024,130,Pete Crow-Armstrong,22,CHC,NL,117,109,102,965.2,317,306,8,3,0,0.991,3.0,3.0,11,14.0,2.93,2.21,2.68,2.18,,,,,,,*8H,,crowape01
2024,131,Luke Raley,29,SEA,AL,127,105,80,965.0,411,389,18,4,14,0.99,2.0,2.0,4,5.0,3.8,3.91,2.95,3.93,,,,,,,739H/8D,,raleylu01
2024,132,MJ Melendez,25,KCR,AL,123,115,82,964.2,197,193,2,2,1,0.99,-8.0,-10.0,-7,-9.0,1.82,2.28,1.57,2.29,,,,,,,*7H/D93,,melenmj01
2024,133,Connor Wong,28,BOS,AL,116,106,92,964.0,928,873,49,6,8,0.994,-2.0,-3.0,-16,-20.0,8.61,8.97,7.26,8.61,3.0,37.0,60.0,16.0,21.1,1.0,23DH/47,,wongco01
2024,134,Michael Harris II,23,ATL,NL,110,109,106,960.2,235,232,1,2,0,0.991,5.0,6.0,11,14.0,2.18,2.21,2.12,2.18,,,,,,,*8,,harrimi04
2024,135,Davis Schneider,25,TOR,AL,133,106,69,960.2,294,202,90,2,16,0.993,5.0,6.0,-2,-2.0,2.74,2.85,1.96,2.87,,,,,,,74H/D,,schneda03
2024,136,Wilyer Abreu,25,BOS,AL,130,110,70,960.1,238,222,9,7,2,0.971,15.0,19.0,16,20.0,2.16,2.27,1.78,2.24,,,,,,,*9H/78D,ROY-6GG,abreuwi02
2024,137,Austin Riley,27,ATL,NL,109,109,106,960.1,248,60,178,10,17,0.96,-2.0,-2.0,0,0.0,2.23,2.55,2.18,2.51,,,,,,,*5,,rileyau01
2024,138,Lawrence Butler,23,OAK,AL,123,105,94,959.1,259,253,2,4,1,0.985,-1.0,-2.0,-1,-1.0,2.39,2.27,2.07,2.24,,,,,,,*9H/8,,butlela01
2024,139,Corey Seager,30,TEX,AL,113,113,100,959.1,415,137,271,7,52,0.983,7.0,9.0,4,5.0,3.83,3.7,3.61,3.65,,,,,,,*6D/H,ASMVP-15,seageco01
2024,140,Yandy Díaz,32,TBR,AL,112,110,95,956.1,838,784,45,9,67,0.989,-3.0,-3.0,-5,-6.0,7.8,8.03,7.4,7.92,,,,,,,*3D/H,,diazya01
2024,141,Blake Perkins,27,MIL,NL,119,104,95,956.1,308,300,7,1,2,0.997,9.0,12.0,8,10.0,2.89,2.21,2.58,2.18,,,,,,,*8H/D,,perkibl01
2024,142,Jake Burger,28,MIA,NL,110,109,82,949.1,562,416,133,13,40,0.977,-15.0,-18.0,-6,-8.0,5.2,5.35,4.29,5.57,,,,,,,35D/H,,burgeja01
2024,143,Otto López,25,MIA,NL,114,106,97,949.1,470,181,281,8,55,0.983,0.0,0.0,8,10.0,4.38,4.05,3.88,3.96,,,,,,,4/6H578,,lopezot01
2024,144,Hunter Renfroe,32,KCR,AL,116,105,96,934.2,212,201,9,2,3,0.991,0.0,0.0,-4,-5.0,2.02,2.28,1.79,2.29,,,,,,,*9/HD3,,renfrhu01
2024,145,Jesús Sánchez,26,MIA,NL,119,105,85,934.1,233,226,3,4,2,0.983,-1.0,-2.0,-2,-3.0,2.21,2.21,1.92,2.18,,,,,,,*9HD7,,sanchje02
2024,146,Jordan Westburg,25,BAL,AL,106,106,86,934.1,279,91,181,7,16,0.975,-9.0,-12.0,-10,-13.0,2.62,3.1,2.23,3.1,,,,,,,54/6D,AS,westbjo01
2024,147,Andy Pages,23,LAD,NL,114,101,78,933.2,302,294,5,3,2,0.99,7.0,9.0,-1,-1.0,2.88,2.21,2.62,2.18,,,,,,,*89/H7D,,pagesan01
2024,148,Mickey Moniak,26,LAA,AL,117,107,89,932.0,277,270,3,4,0,0.986,5.0,7.0,-4,-5.0,2.64,2.27,2.33,2.24,,,,,,,*89H/D7,,moniami01
2024,149,Ketel Marte,30,ARI,NL,114,109,90,930.2,510,216,289,5,73,0.99,4.0,5.0,10,13.0,4.88,4.15,4.43,4.09,,,,,,,*4D/H6,ASMVP-3SS,marteke01
2024,150,Wyatt Langford,22,TEX,AL,109,109,81,927.2,218,208,8,2,1,0.991,6.0,7.0,14,18.0,2.1,2.27,1.98,2.24,,,,,,,*7D8,ROY-7,langfwy01
2024,151,Cody Bellinger,28,CHC,NL,106,106,87,926.2,313,301,10,2,5,0.994,-3.0,-4.0,0,0.0,3.02,3.08,2.68,3.32,,,,,,,98D3/7,,bellico01
2024,152,Jorge Polanco,30,SEA,AL,112,109,92,925.1,367,138,222,7,45,0.981,-5.0,-7.0,-1,-1.0,3.5,3.97,3.21,3.91,,,,,,,*4/DH,,polanjo01
2024,153,Riley Greene,23,DET,AL,106,104,88,915.0,210,203,4,3,1,0.986,-5.0,-6.0,14,18.0,2.04,2.27,1.95,2.24,,,,,,,7D8/9H,AS,greenri03
2024,154,Patrick Bailey,25,SFG,NL,115,101,98,908.0,962,904,55,3,7,0.997,6.0,8.0,20,26.0,9.51,9.06,8.34,8.94,9.0,25.0,70.0,26.0,27.1,2.0,*2H/D,GG,bailepa01
2024,155,Rowdy Tellez,29,PIT,NL,125,105,72,908.0,803,740,61,2,76,0.998,1.0,1.0,-3,-4.0,7.94,8.27,6.31,8.02,,,,,,,*3H/1,,tellero01
2024,156,Miguel Amaya,25,CHC,NL,116,103,88,905.2,893,856,31,6,3,0.993,1.0,1.0,5,7.0,8.81,9.06,7.65,8.94,6.0,19.0,78.0,18.0,18.8,0.0,*2/H,,amayami01
2024,157,Mark Vientos,24,NYM,NL,110,105,78,905.1,264,79,180,5,16,0.981,1.0,2.0,-5,-7.0,2.57,2.71,2.31,2.71,,,,,,,5/H3D,,vientma01
2024,158,Johan Rojas,23,PHI,NL,116,103,82,903.1,227,219,6,2,1,0.991,-13.0,-17.0,4,5.0,2.24,2.21,1.94,2.18,,,,,,,*8/HD,,rojasjo03
2024,159,Bo Naylor,24,CLE,AL,115,101,83,899.1,936,894,36,6,4,0.994,3.0,4.0,11,15.0,9.31,9.16,8.09,9.03,7.0,29.0,61.0,16.0,20.8,0.0,*2H/D,,naylobo01
2024,160,J.P. Crawford,29,SEA,AL,104,103,96,894.2,328,113,212,3,36,0.991,13.0,18.0,9,12.0,3.27,3.7,3.13,3.65,,,,,,,6/HD,,crawfjp01
2024,161,Vinnie Pasquantino,26,KCR,AL,103,103,92,893.0,878,805,71,2,76,0.998,4.0,6.0,-3,-4.0,8.83,8.03,8.5,7.92,,,,,,,3D/H,,pasquvi01
2024,162,Tommy Pham,36,3TM,2LG,105,100,81,888.0,205,201,3,1,0,0.995,-8.0,-11.0,-10,-14.0,2.07,2.26,1.94,2.23,,,,,,,978/DH,,phamth01
2024,162,Tommy Pham,36,2TM,AL,83,83,66,730.1,180,176,3,1,0,0.994,-4.0,-6.0,-7,-12.0,2.21,2.27,2.16,2.24,,,,,,,987/DH,,phamth01
2024,162,Tommy Pham,36,CHW,AL,65,65,51,570.1,144,142,1,1,0,0.993,-6.0,-13.0,-11,-23.0,2.26,2.27,2.2,2.24,,,,,,,987/HD,,phamth01
2024,162,Tommy Pham,36,STL,NL,22,17,15,157.2,25,25,0,0,0,1.0,-5.0,-34.0,-3,-23.0,1.43,2.21,1.14,2.18,,,,,,,7/9HD,,phamth01
2024,162,Tommy Pham,36,KCR,AL,18,18,15,160.0,36,34,2,0,0,1.0,3.0,19.0,4,30.0,2.03,2.27,2.0,2.24,,,,,,,7/9D,,phamth01
2024,163,Xander Bogaerts,31,SDP,NL,101,101,90,887.2,383,147,227,9,48,0.977,-5.0,-6.0,-1,-1.0,3.79,4.09,3.56,4.03,,,,,,,46/DH,,bogaexa01
2024,164,Will Benson,26,CIN,NL,118,102,52,884.0,233,226,5,2,0,0.991,-5.0,-7.0,-6,-8.0,2.35,2.21,1.96,2.18,,,,,,,*798H/D,,bensowi01
2024,165,Adley Rutschman,26,BAL,AL,103,99,97,882.1,915,874,37,4,4,0.996,1.0,1.0,4,5.0,9.29,9.16,8.84,9.03,3.0,21.0,82.0,19.0,18.8,0.0,2D/H,AS,rutscad01
2024,166,Kiké Hernández,32,LAD,NL,123,93,67,881.0,302,154,138,10,25,0.967,2.0,3.0,5,7.0,2.98,3.29,2.13,3.36,,,,,,,5H3784/61D,,hernaen02
2024,167,Michael Siani,24,STL,NL,121,98,70,877.1,243,242,1,0,0,1.0,12.0,16.0,9,12.0,2.49,2.21,2.01,2.18,,,,,,,*8H/97D,,sianimi01
2024,168,Ozzie Albies,27,ATL,NL,99,99,98,875.2,395,153,239,3,57,0.992,1.0,1.0,1,1.0,4.03,4.15,3.96,4.09,,,,,,,4,,albieoz01
2024,169,Nolan Gorman,24,STL,NL,106,97,93,874.1,400,147,243,10,68,0.975,-6.0,-9.0,-4,-5.0,4.01,4.15,3.64,4.06,,,,,,,4/H5,,gormano01
2024,170,Manny Machado,31,SDP,NL,100,100,94,873.2,232,78,147,7,11,0.97,-3.0,-5.0,2,3.0,2.32,2.55,2.25,2.51,,,,,,,5D/H,MVP-16SS,machama01
2024,171,Austin Wells,24,NYY,AL,110,96,85,872.1,936,892,33,11,5,0.988,5.0,7.0,11,15.0,9.54,9.16,8.41,9.03,5.0,24.0,64.0,22.0,25.6,3.0,*2H/D,ROY-3,wellsau01
2024,172,Luis Arráez,27,2TM,NL,100,100,81,872.0,644,508,127,9,59,0.986,0.0,0.0,-6,-8.0,6.55,6.68,5.72,6.63,,,,,,,3D4/H,ASMVP-18,arraelu01
2024,172,Luis Arráez,27,MIA,NL,33,33,21,290.0,142,61,77,4,22,0.972,-2.0,-7.0,-3,-12.0,4.28,4.28,3.37,4.89,,,,,,,4/3,,arraelu01
2024,172,Luis Arráez,27,SDP,NL,67,67,60,582.0,502,447,50,5,37,0.99,2.0,3.0,-3,-6.0,7.69,7.88,7.1,7.65,,,,,,,3D/4H,,arraelu01
2024,173,J.T. Realmuto,33,PHI,NL,99,99,93,871.1,938,899,34,5,5,0.995,2.0,3.0,0,0.0,9.64,9.06,9.42,8.94,4.0,30.0,66.0,16.0,19.5,0.0,2,,realmjt01
2024,174,Nick Fortes,27,MIA,NL,109,99,79,864.0,878,831,38,9,3,0.99,1.0,1.0,5,7.0,9.05,9.06,7.97,8.94,4.0,25.0,93.0,26.0,21.8,2.0,*2/H,,forteni01
2024,175,Lars Nootbaar,26,STL,NL,107,98,69,863.0,214,209,2,3,2,0.986,-4.0,-5.0,0,0.0,2.2,2.21,1.97,2.18,,,,,,,978/H,,nootbla01
2024,176,Seth Brown,31,OAK,AL,121,93,72,862.2,398,367,27,4,17,0.99,-1.0,-2.0,-6,-8.0,4.11,4.19,3.1,4.25,,,,,,,739H/D8,,brownse01
2024,177,Geraldo Perdomo,24,ARI,NL,97,95,89,849.1,378,112,261,5,55,0.987,2.0,3.0,10,14.0,3.95,3.82,3.85,3.77,,,,,,,6/H,,perdoge01
2024,178,Christopher Morel,25,2TM,2LG,106,104,60,846.2,272,84,175,13,15,0.952,-10.0,-14.0,-6,-9.0,2.75,2.83,2.44,2.76,,,,,,,5D47/H,,morelch01
2024,178,Christopher Morel,25,CHC,NL,74,73,34,579.0,168,47,112,9,8,0.946,-7.0,-14.0,-4,-8.0,2.47,2.55,2.15,2.51,,,,,,,5D/H,,morelch01
2024,178,Christopher Morel,25,TBR,AL,32,31,26,267.2,104,37,63,4,7,0.962,-3.0,-14.0,-2,-9.0,3.36,3.44,3.13,3.33,,,,,,,4D7/H,,morelch01
2024,179,Wenceel Pérez,24,DET,AL,105,94,81,846.1,192,189,1,2,0,0.99,4.0,5.0,-2,-3.0,2.02,2.27,1.81,2.24,,,,,,,98H/7D,,perezwe01
2024,180,Korey Lee,25,CHW,AL,113,93,88,838.1,861,824,33,4,4,0.995,-1.0,-1.0,-10,-14.0,9.2,9.16,7.58,9.03,9.0,36.0,78.0,25.0,24.3,2.0,*2H/D,,leeko01
2024,181,Michael Conforto,31,SFG,NL,106,95,84,835.0,159,152,5,2,1,0.987,-6.0,-9.0,0,0.0,1.69,2.21,1.48,2.18,,,,,,,7DH,,confomi01
2024,182,Bryan De La Cruz,27,2TM,NL,99,95,86,834.2,190,178,8,4,2,0.979,-9.0,-13.0,-7,-10.0,2.01,2.21,1.88,2.18,,,,,,,7D9/H,,delacbr01
2024,182,Bryan De La Cruz,27,MIA,NL,55,54,46,473.0,103,96,6,1,1,0.99,-8.0,-20.0,-3,-8.0,1.94,2.21,1.85,2.18,,,,,,,7D/9H,,delacbr01
2024,182,Bryan De La Cruz,27,PIT,NL,44,41,40,361.2,87,82,2,3,1,0.966,-1.0,-3.0,-4,-13.0,2.09,2.21,1.91,2.18,,,,,,,9/7H,,delacbr01
2024,183,Ke'Bryan Hayes,27,PIT,NL,96,93,92,829.2,265,75,185,5,28,0.981,8.0,12.0,10,14.0,2.82,2.55,2.71,2.51,,,,,,,5/H,,hayeske01
2024,184,Luis Robert Jr.,26,CHW,AL,97,95,92,828.2,257,254,1,2,0,0.992,-8.0,-12.0,1,1.0,2.77,2.27,2.63,2.24,,,,,,,8/DH,,roberlu01
2024,185,Fernando Tatis Jr.,25,SDP,NL,96,95,86,822.2,182,171,6,5,1,0.973,-7.0,-10.0,0,0.0,1.94,2.21,1.84,2.18,,,,,,,9/DH,AS,tatisfe02
2024,186,Tyler Freeman,25,CLE,AL,113,90,71,817.0,240,205,32,3,6,0.988,1.0,2.0,3,4.0,2.61,2.4,1.96,2.45,,,,,,,8H6/54D,,freemty01
2024,187,Santiago Espinal,29,CIN,NL,105,90,79,816.2,253,85,162,6,20,0.976,-2.0,-3.0,-5,-7.0,2.72,3.07,2.17,3.01,,,,,,,54HD/679,,espinsa01
2024,188,Connor Joe,31,PIT,NL,113,90,51,816.2,500,457,39,4,46,0.992,-8.0,-11.0,4,6.0,5.47,5.59,3.88,5.88,,,,,,,39H/7D,,joeco01
2024,189,Josh Bell,31,2TM,NL,98,97,53,813.0,739,685,47,7,58,0.991,-5.0,-7.0,-9,-13.0,8.1,8.29,7.47,8.18,,,,,,,3D/H,,belljo02
2024,189,Josh Bell,31,MIA,NL,67,67,38,561.0,511,472,32,7,39,0.986,-5.0,-10.0,-7,-15.0,8.09,8.29,7.52,8.18,,,,,,,3D,,belljo02
2024,189,Josh Bell,31,ARI,NL,31,30,15,252.0,228,213,15,0,19,1.0,0.0,1.0,-2,-10.0,8.14,8.29,7.35,8.18,,,,,,,3/DH,,belljo02
2024,190,Thairo Estrada,28,SFG,NL,94,93,90,811.2,387,121,264,2,63,0.995,-5.0,-7.0,-7,-10.0,4.27,4.15,4.1,4.09,,,,,,,4/DH,,estrath01
2024,191,Lenyn Sosa,24,CHW,AL,97,91,84,807.1,288,115,167,6,42,0.979,-8.0,-11.0,-9,-13.0,3.14,3.18,2.79,3.23,,,,,,,54/H3D,,sosale01
2024,192,Nick Gonzales,25,PIT,NL,93,91,87,806.1,401,153,241,7,64,0.983,-1.0,-1.0,-5,-7.0,4.4,4.1,4.15,4.03,,,,,,,4/6H5,,gonzani01
2024,193,Max Kepler,31,MIN,AL,103,88,84,806.1,176,172,4,0,1,1.0,0.0,0.0,0,0.0,1.96,2.27,1.71,2.24,,,,,,,9H/D,,keplema01
2024,194,Anthony Rizzo,34,NYY,AL,92,91,83,801.2,679,602,74,3,58,0.996,1.0,1.0,2,3.0,7.59,8.03,7.35,7.92,,,,,,,3/H,,rizzoan01
2024,195,Tyler O'Neill,29,BOS,AL,95,90,59,799.2,162,151,4,7,0,0.957,-2.0,-3.0,1,2.0,1.74,2.27,1.63,2.24,,,,,,,79D/H,,oneilty01
2024,196,Spencer Torkelson,24,DET,AL,90,90,85,799.2,763,701,58,4,59,0.995,4.0,5.0,2,3.0,8.54,8.03,8.43,7.92,,,,,,,3/D,,torkesp01
2024,197,Jonny DeLuca,25,TBR,AL,97,87,69,794.0,227,219,6,2,2,0.991,5.0,8.0,5,8.0,2.55,2.27,2.32,2.24,,,,,,,98H7/D,,delucjo01
2024,198,Jake Cave,31,COL,NL,116,83,61,790.2,190,184,5,1,1,0.995,-9.0,-13.0,-6,-9.0,2.15,2.21,1.63,2.18,,,,,,,*97H/8D,,caveja01
2024,199,LaMonte Wade Jr.,30,SFG,NL,104,92,70,785.0,739,660,78,1,59,0.999,-5.0,-8.0,1,2.0,8.46,7.96,6.96,7.5,,,,,,,3H9/D7,,wadela01
2024,200,Ben Rortvedt,26,TBR,AL,111,87,67,782.0,790,755,26,9,2,0.989,0.0,0.0,-1,-2.0,8.99,9.14,6.97,8.96,6.0,12.0,64.0,12.0,15.8,0.0,*2H/1,,rortvbe01
2024,201,Rhys Hoskins,31,MIL,NL,94,88,76,777.1,660,602,55,3,52,0.995,-4.0,-6.0,-3,-5.0,7.61,8.29,6.99,8.18,,,,,,,3D/H,,hoskirh01
2024,202,Jake Fraley,29,CIN,NL,100,91,71,776.2,199,193,4,2,0,0.99,6.0,8.0,-1,-2.0,2.28,2.21,1.97,2.18,,,,,,,9H/D78,,fraleja01
2024,203,Jon Singleton,32,HOU,AL,94,88,72,768.2,640,568,64,8,60,0.988,-14.0,-22.0,-8,-12.0,7.4,8.03,6.72,7.92,,,,,,,3HD,,singljo02
2024,204,Byron Buxton,30,MIN,AL,94,87,79,767.0,206,204,2,0,0,1.0,-19.0,-29.0,2,3.0,2.42,2.27,2.19,2.24,,,,,,,8/HD,,buxtoby01
2024,205,Alejandro Kirk,25,TOR,AL,93,89,77,766.0,759,706,46,7,6,0.991,6.0,9.0,13,20.0,8.84,9.16,8.09,9.03,7.0,17.0,60.0,27.0,31.0,4.0,2/HD,,kirkal01
2024,206,Jake Rogers,29,DET,AL,92,86,75,761.0,776,744,29,3,4,0.996,6.0,9.0,13,20.0,9.14,9.16,8.4,9.03,1.0,21.0,39.0,13.0,25.0,0.0,2/DH,,rogerja03
2024,207,Miguel Rojas,35,LAD,NL,102,86,67,757.0,334,132,199,3,27,0.991,5.0,7.0,11,17.0,3.94,3.76,3.06,3.7,,,,,,,64H5/13,,rojasmi02
2024,208,Kevin Newman,30,ARI,NL,109,79,65,754.1,332,114,213,5,52,0.985,3.0,4.0,10,16.0,3.9,4.04,2.82,4.19,,,,,,,643/H57D,,newmake01
2024,209,Tyrone Taylor,30,NYM,NL,113,75,51,754.1,199,193,3,3,0,0.985,1.0,2.0,10,16.0,2.34,2.21,1.73,2.18,,,,,,,*98H7/D,,tayloty01
2024,210,Oswaldo Cabrera,25,NYY,AL,104,79,70,753.1,301,136,158,7,19,0.977,-4.0,-6.0,3,5.0,3.51,3.1,2.6,3.28,,,,,,,5H34/6791,,cabreos01
2024,211,Josh Lowe,26,TBR,AL,92,87,69,743.1,195,189,2,4,1,0.979,-1.0,-1.0,-2,-3.0,2.31,2.27,2.08,2.24,,,,,,,97/HD8,,lowejo01
2024,212,Michael A. Taylor,33,PIT,NL,106,80,72,735.2,235,229,3,3,0,0.987,13.0,22.0,11,18.0,2.84,2.21,2.19,2.18,,,,,,,8H/7D,,taylomi02
2024,213,Gabriel Moreno,24,ARI,NL,93,83,78,732.0,669,636,31,2,4,0.997,4.0,7.0,10,16.0,8.2,9.06,7.1,8.87,3.0,25.0,40.0,16.0,28.6,0.0,2H/5,,morenga01
2024,214,Christian Vázquez,33,MIN,AL,89,82,75,731.1,806,773,29,4,2,0.995,2.0,3.0,7,11.0,9.87,9.05,8.91,8.8,1.0,19.0,53.0,10.0,15.9,1.0,2/5DH3,,vazquch01
2024,215,Tyler Fitzgerald,26,SFG,NL,88,81,71,728.1,314,120,180,14,33,0.955,-5.0,-8.0,-5,-8.0,3.71,3.69,3.19,3.62,,,,,,,6H/8471D3,,fitzgty01
2024,216,Zach McKinstry,29,DET,AL,107,79,44,727.1,235,84,142,9,24,0.962,4.0,6.0,1,2.0,2.8,3.18,1.67,3.0,,,,,,,65H479/1D,,mckinza01
2024,217,Francisco Alvarez,22,NYM,NL,96,82,70,726.0,806,775,25,6,1,0.993,-6.0,-10.0,-1,-2.0,9.92,9.06,8.33,8.94,11.0,40.0,66.0,14.0,17.5,3.0,2/HD,,alvarfr01
2024,218,José Miranda,26,MIN,AL,90,85,61,723.2,240,128,106,6,15,0.975,-2.0,-4.0,1,2.0,2.91,3.24,2.54,3.23,,,,,,,5DH3/6,,miranjo01
2024,219,Whit Merrifield,35,2TM,NL,88,80,69,723.0,254,114,135,5,29,0.98,-3.0,-6.0,-5,-8.0,3.1,3.46,2.71,3.35,,,,,,,475H/D,,merriwh01
2024,219,Whit Merrifield,35,PHI,NL,47,40,34,373.1,109,67,39,3,10,0.972,0.0,-1.0,0,0.0,2.56,2.82,2.08,2.78,,,,,,,745H/D,,merriwh01
2024,219,Whit Merrifield,35,ATL,NL,41,40,35,349.2,145,47,96,2,19,0.986,-3.0,-10.0,-5,-17.0,3.68,4.15,3.49,4.05,,,,,,,4/H5,,merriwh01
2024,220,Kevin Kiermaier,34,2TM,2LG,113,82,57,722.1,235,230,2,3,1,0.987,4.0,7.0,10,17.0,2.89,2.26,2.05,2.22,,,,,,,*8H/9D,,kiermke01
2024,220,Kevin Kiermaier,34,TOR,AL,81,63,47,550.1,171,167,1,3,0,0.982,1.0,1.0,9,20.0,2.75,2.27,2.07,2.24,,,,,,,8/H9D,,kiermke01
2024,220,Kevin Kiermaier,34,LAD,NL,32,19,10,172.0,64,63,1,0,1,1.0,4.0,26.0,1,7.0,3.35,2.21,2.0,2.18,,,,,,,8/H,,kiermke01
2024,221,Ryan Jeffers,27,MIN,AL,86,81,76,720.1,786,749,31,6,0,0.992,-3.0,-5.0,-4,-7.0,9.75,9.16,9.07,9.03,3.0,28.0,59.0,12.0,16.9,0.0,2DH,,jeffery01
2024,222,Emmanuel Rivera,28,2TM,2LG,116,76,57,715.0,272,137,131,4,20,0.985,-6.0,-11.0,-5,-8.0,3.37,3.32,2.2,3.42,,,,,,,53H/1D,,riverem01
2024,222,Emmanuel Rivera,28,MIA,NL,91,59,47,549.1,211,96,112,3,17,0.986,-1.0,-2.0,0,0.0,3.41,3.27,2.21,3.24,,,,,,,53H/1D,,riverem01
2024,222,Emmanuel Rivera,28,BAL,AL,25,17,10,165.2,61,41,19,1,3,0.984,-6.0,-40.0,-5,-36.0,3.26,3.48,2.14,4.01,,,,,,,5/3HD,,riverem01
2024,223,Carlos Correa,29,MIN,AL,84,84,76,712.1,293,119,169,5,26,0.983,2.0,3.0,-3,-5.0,3.64,3.7,3.43,3.65,,,,,,,6/DH,AS,correca01
2024,224,Travis d'Arnaud,35,ATL,NL,89,79,74,706.2,744,716,25,3,3,0.996,3.0,5.0,-6,-10.0,9.44,9.06,8.33,8.94,2.0,18.0,55.0,13.0,19.1,0.0,2H,,darnatr01
2024,225,Ramón Urías,30,BAL,AL,96,75,67,702.2,190,58,126,6,12,0.968,-6.0,-10.0,-3,-5.0,2.36,2.58,1.88,2.6,,,,,,,5/H4D3,,uriasra01
2024,226,Mitch Haniger,33,SEA,AL,90,80,65,702.1,171,162,4,5,0,0.971,-1.0,-2.0,-1,-2.0,2.13,2.27,1.84,2.24,,,,,,,9DH,,hanigmi01
2024,227,David Hamilton,26,BOS,AL,94,78,55,699.2,330,115,205,10,40,0.97,0.0,-1.0,4,7.0,4.12,3.8,3.17,3.75,,,,,,,64H,,hamilda03
2024,228,James Wood,21,WSN,NL,79,79,77,697.2,137,129,4,4,1,0.971,-1.0,-2.0,-7,-12.0,1.72,2.21,1.68,2.18,,,,,,,7,,woodja03
2024,229,Gavin Sheets,28,CHW,AL,88,84,61,695.1,376,346,28,2,29,0.995,-9.0,-15.0,-7,-12.0,4.84,5.24,4.25,5.02,,,,,,,93DH,,sheetga01
2024,230,Will Brennan,26,CLE,AL,98,79,50,694.0,161,157,2,2,0,0.988,2.0,3.0,-6,-10.0,2.06,2.27,1.62,2.24,,,,,,,97HD/8,,brennwi02
2024,231,Jeimer Candelario,30,CIN,NL,80,79,68,689.2,327,220,96,11,26,0.966,-9.0,-15.0,-10,-17.0,4.12,4.5,3.67,4.62,,,,,,,53D/H,,candeje01
2024,232,Manuel Margot,29,MIN,AL,113,68,38,688.1,166,163,0,3,0,0.982,3.0,5.0,-3,-5.0,2.13,2.27,1.44,2.24,,,,,,,*79H8/D,,margoma01
2024,233,Adam Duvall,35,ATL,NL,91,74,68,685.0,157,151,4,2,0,0.987,-6.0,-11.0,-3,-5.0,2.04,2.21,1.7,2.18,,,,,,,79H/D,,duvalad01
2024,234,Bo Bichette,26,TOR,AL,81,81,72,684.1,242,76,159,7,35,0.971,-4.0,-6.0,-3,-5.0,3.09,3.7,2.9,3.65,,,,,,,6,,bichebo01
2024,235,Starling Marte,35,NYM,NL,85,80,62,680.1,146,138,6,2,2,0.986,-15.0,-26.0,-6,-11.0,1.9,2.21,1.69,2.18,,,,,,,9/DH,,martest01
2024,236,Ildemaro Vargas,32,WSN,NL,92,71,55,679.1,239,100,133,6,32,0.975,-3.0,-5.0,-3,-5.0,3.09,3.19,2.22,3.12,,,,,,,547H/613D,,vargail01
2024,237,TJ Friedl,28,CIN,NL,82,79,69,678.0,198,192,3,3,1,0.985,1.0,2.0,-5,-9.0,2.59,2.21,2.38,2.18,,,,,,,8/HD,,friedtj01
2024,238,Ramón Laureano,29,2TM,2LG,96,74,58,675.1,146,138,7,1,0,0.993,1.0,1.0,3,5.0,1.93,2.23,1.51,2.2,,,,,,,97H8,,laurera01
2024,238,Ramón Laureano,29,CLE,AL,31,20,13,186.0,57,52,5,0,0,1.0,4.0,28.0,3,19.0,2.76,2.27,1.84,2.24,,,,,,,98/H,,laurera01
2024,238,Ramón Laureano,29,ATL,NL,65,54,45,489.1,89,86,2,1,0,0.989,-4.0,-9.0,0,0.0,1.62,2.21,1.35,2.18,,,,,,,97/H8,,laurera01
2024,239,Luis Campusano,25,SDP,NL,88,74,70,673.2,728,701,24,3,0,0.996,-5.0,-9.0,-17,-30.0,9.69,9.06,8.24,8.92,6.0,36.0,41.0,8.0,16.3,0.0,2H/3,,campulu01
